Date,Week,Section,Secs,Group,Student_Initials,Plant_Species,PlantID,Treatment ,Replicate,Survival,Max_Leaf_Length,Stem_Number,Max_Height,Plant_Stress,Humidity,Light,Air_Temp,Soil_Moisture
1/13/2020,1,1,1_2,3,all,Aristida stricta,Heatwave-3-1A,Heatwave,1A,A,240,16,230,2,67,590,22,3.7
1/13/2020,1,1,1_2,3,all,Aristida stricta,Heatwave-3-1B,Heatwave,1B,A,160,18,135,2,67,590,22,3.7
1/13/2020,1,2,1_2,3,all,Aristida stricta,Control-3-2A,Control,2A,A,255,23,250,2,84,1440,20,1.7
1/13/2020,1,2,1_2,3,all,Aristida stricta,Control-3-2B,Control,2B,A,245,10,220,2,84,1440,20,1.7
1/13/2020,1,2,1_2,3,all,Aristida stricta,Heatwave-3-2A,Heatwave,2A,A,260,24,260,2,84,1440,20,1.7
1/13/2020,1,2,1_2,3,all,Aristida stricta,Heatwave-3-2B,Heatwave,2B,A,253,11,210,2,84,1440,20,1.7
1/13/2020,1,1,1_2,4,all,Aristida stricta,Control-4-1A,Control,1A,A,271,21,240,1,71,1326,20,5.3
1/13/2020,1,1,1_2,4,all,Aristida stricta,Control-4-1B,Control,1B,A,285,17,240,1,71,1326,20,5.3
1/13/2020,1,1,1_2,4,all,Aristida stricta,Heatwave-4-1A,Heatwave,1A,A,225,13,190,2,71,1326,20,5.3
1/13/2020,1,1,1_2,4,all,Aristida stricta,Heatwave-4-1B,Heatwave,1B,A,260,26,260,1,71,1326,20,5.3
1/13/2020,1,2,1_2,4,all,Aristida stricta,Control-4-2A,Control,2A,A,200,19,200,1,84,1580,20,3.4
1/13/2020,1,2,1_2,4,all,Aristida stricta,Control-4-2B,Control,2B,A,290,14,288,2,84,1580,20,3.4
1/13/2020,1,2,1_2,4,all,Aristida stricta,Heatwave-4-2A,Heatwave,2A,A,123,28,122,2,84,1580,20,3.4
1/13/2020,1,2,1_2,4,all,Aristida stricta,Heatwave-4-2B,Heatwave,2B,A,301,24,289,1,84,1580,20,3.4
1/13/2020,1,1,1_2,5,all,Aristida stricta,Control-5-1A,Control,1A,A,255,14,245,2,71,917,20,4.5
1/13/2020,1,1,1_2,5,all,Aristida stricta,Control-5-1B,Control,1B,A,210,17,205,2,71,917,20,4.5
1/13/2020,1,1,1_2,5,all,Aristida stricta,Heatwave-5-1A,Heatwave,1A,A,200,19,190,2,71,917,20,4.5
1/13/2020,1,1,1_2,5,all,Aristida stricta,Heatwave-5-1B,Heatwave,1B,A,225,21,222,2,71,917,20,4.5
1/13/2020,1,2,1_2,5,all,Aristida stricta,Control-5-2A,Control,2A,A,240,23,240,2,84,1240,20,3.8
1/13/2020,1,2,1_2,5,all,Aristida stricta,Control-5-2B,Control,2B,A,210,21,210,2,84,1240,20,3.8
1/13/2020,1,2,1_2,5,all,Aristida stricta,Heatwave-5-2A,Heatwave,2A,A,250,18,250,2,84,1240,20,3.8
1/13/2020,1,2,1_2,5,all,Aristida stricta,Heatwave-5-2B,Heatwave,2B,A,300,29,310,2,84,1240,20,3.8
1/13/2020,1,1,1_2,6,all,Aristida stricta,Control-6-1A,Control,1A,A,262,14,245,2,71,946,20,3.9
1/13/2020,1,1,1_2,6,all,Aristida stricta,Control-6-1B,Control,1B,A,240,9,235,2,71,946,20,3.9
1/13/2020,1,1,1_2,6,all,Aristida stricta,Heatwave-6-1A,Heatwave,1A,A,245,14,220,2,71,946,20,3.9
1/13/2020,1,1,1_2,6,all,Aristida stricta,Heatwave-6-1B,Heatwave,1B,A,275,31,275,2,71,946,20,3.9
1/13/2020,1,2,1_2,6,all,Aristida stricta,Control-6-2A,Control,2A,A,270,24,290,2,84,1235,20,2.1
1/13/2020,1,2,1_2,6,all,Aristida stricta,Control-6-2B,Control,2B,A,345,21,345,2,84,1235,20,2.1
1/13/2020,1,2,1_2,6,all,Aristida stricta,Heatwave-6-2A,Heatwave,2A,A,335,18,336,2,84,1235,20,2.1
1/13/2020,1,2,1_2,6,all,Aristida stricta,Heatwave-6-2B,Heatwave,2B,A,265,12,264,2,84,1235,20,2.1
1/14/2020,1,3,3_4,1,all,Aristida stricta,Control-1-3A,Control,3A,A,246,23,230,2,62,1088,22,0.4
1/14/2020,1,3,3_4,1,all,Aristida stricta,Control-1-3B,Control,3B,A,265,25,265,2,62,1088,22,0.4
1/14/2020,1,3,3_4,1,all,Aristida stricta,Heatwave-1-3A,Heatwave,3A,A,220,25,195,2,62,1088,22,0.4
1/14/2020,1,3,3_4,1,all,Aristida stricta,Heatwave-1-3B,Heatwave,3B,A,214,20,205,2,62,1088,22,0.4
1/14/2020,1,4,3_4,1,all,Aristida stricta,Control-1-4A,Control,4A,A,226,26,224,2,73,3930,23,0.9
1/14/2020,1,4,3_4,1,all,Aristida stricta,Control-1-4B,Control,4B,A,240,16,225,2,73,3930,23,0.9
1/14/2020,1,4,3_4,1,all,Aristida stricta,Heatwave-1-4A,Heatwave,4A,A,210,14,200,2,73,3930,23,0.9
1/14/2020,1,4,3_4,1,all,Aristida stricta,Heatwave-1-4B,Heatwave,4B,A,180,14,182,2,73,3930,23,0.9
1/14/2020,1,3,3_4,2,all,Aristida stricta,Control-2-3A,Control,3A,A,260,32,255,2,62,1170,22,1.6
1/14/2020,1,3,3_4,2,all,Aristida stricta,Control-2-3B,Control,3B,A,205,7,145,3,62,1170,22,1.6
1/14/2020,1,3,3_4,2,all,Aristida stricta,Heatwave-2-3A,Heatwave,3A,A,330,21,330,2,62,1170,22,1.6
1/14/2020,1,3,3_4,2,all,Aristida stricta,Heatwave-2-3B,Heatwave,3B,A,233,14,240,2,62,1170,22,1.6
1/14/2020,1,4,3_4,2,all,Aristida stricta,Control-2-4A,Control,4A,A,245,25,240,2,73,3260,23,1.8
1/14/2020,1,4,3_4,2,all,Aristida stricta,Control-2-4B,Control,4B,A,285,18,270,2,73,3260,23,1.8
1/14/2020,1,4,3_4,2,all,Aristida stricta,Heatwave-2-4A,Heatwave,4A,A,320,11,274,2,73,3260,23,1.8
1/14/2020,1,4,3_4,2,all,Aristida stricta,Heatwave-2-4B,Heatwave,4B,A,280,22,265,2,73,3260,23,1.8
1/14/2020,1,3,3_4,3,all,Aristida stricta,Control-3-3A,Control,3A,A,275,15,275,2,72,1357,21,2.6
1/14/2020,1,3,3_4,3,all,Aristida stricta,Control-3-3B,Control,3B,A,170,10,165,2,72,1357,21,2.6
1/14/2020,1,3,3_4,3,all,Aristida stricta,Heatwave-3-3A,Heatwave,3A,A,200,13,180,2,72,1357,21,2.6
1/14/2020,1,3,3_4,3,all,Aristida stricta,Heatwave-3-3B,Heatwave,3B,A,265,17,275,2,72,1357,21,2.6
1/14/2020,1,4,3_4,3,all,Aristida stricta,Control-3-4A,Control,4A,A,140,10,140,3,88,2610,21,3.6
1/14/2020,1,4,3_4,3,all,Aristida stricta,Control-3-4B,Control,4B,A,200,13,200,1,88,2610,21,3.6
1/14/2020,1,4,3_4,3,all,Aristida stricta,Heatwave-3-4A,Heatwave,4A,A,218,22,190,2,88,2610,21,3.6
1/14/2020,1,4,3_4,3,all,Aristida stricta,Heatwave-3-4B,Heatwave,4B,A,217,10,217,2,88,2610,21,3.6
1/14/2020,1,3,3_4,4,all,Aristida stricta,Control-4-3A,Control,3A,A,250,15,250,2,84,1730,19,3.1
1/14/2020,1,3,3_4,4,all,Aristida stricta,Control-4-3B,Control,3B,A,215,19,215,2,84,1730,19,3.1
1/14/2020,1,3,3_4,4,all,Aristida stricta,Heatwave-4-3A,Heatwave,3A,A,195,14,190,2,84,1730,19,3.1
1/14/2020,1,3,3_4,4,all,Aristida stricta,Heatwave-4-3B,Heatwave,3B,A,215,11,205,2,84,1730,19,3.1
1/14/2020,1,4,3_4,4,all,Aristida stricta,Control-4-4A,Control,4A,A,165,8,150,2,88,3090,21,2.9
1/14/2020,1,4,3_4,4,all,Aristida stricta,Control-4-4B,Control,4B,A,227,15,190,2,88,3090,21,2.9
1/14/2020,1,4,3_4,4,all,Aristida stricta,Heatwave-4-4A,Heatwave,4A,A,240,17,220,2,88,3090,21,2.9
1/14/2020,1,4,3_4,4,all,Aristida stricta,Heatwave-4-4B,Heatwave,4B,A,231,11,220,2,88,3090,21,2.9
1/14/2020,1,3,3_4,5,all,Aristida stricta,Control-5-3A,Control,3A,A,290,21,280,2,74,1393,21,2.9
1/14/2020,1,3,3_4,5,all,Aristida stricta,Control-5-3B,Control,3B,A,220,17,220,2,74,1393,21,2.9
1/14/2020,1,3,3_4,5,all,Aristida stricta,Heatwave-5-3A,Heatwave,3A,A,170,12,160,2,74,1393,21,2.9
1/14/2020,1,3,3_4,5,all,Aristida stricta,Heatwave-5-3B,Heatwave,3B,A,225,26,27,2,74,1393,21,2.9
1/14/2020,1,4,3_4,5,all,Aristida stricta,Control-5-4A,Control,4A,A,240,19,237,1,91,1904,21,3.6
1/14/2020,1,4,3_4,5,all,Aristida stricta,Control-5-4B,Control,4B,A,239,10,239,2,91,1904,21,3.6
1/14/2020,1,4,3_4,5,all,Aristida stricta,Heatwave-5-4A,Heatwave,4A,A,280,21,276,2,91,1904,21,3.6
1/14/2020,1,4,3_4,5,all,Aristida stricta,Heatwave-5-4B,Heatwave,4B,A,234,10,232,2,91,1904,21,3.6
1/14/2020,1,3,3_4,6,all,Aristida stricta,Control-6-3A,Control,3A,A,175,8,150,3,79,1313,21,2.4
1/14/2020,1,3,3_4,6,all,Aristida stricta,Control-6-3B,Control,3B,A,230,14,230,2,79,1313,21,2.4
1/14/2020,1,3,3_4,6,all,Aristida stricta,Heatwave-6-3A,Heatwave,3A,A,235,19,215,2,79,1313,21,2.4
1/14/2020,1,3,3_4,6,all,Aristida stricta,Heatwave-6-3B,Heatwave,3B,A,280,15,275,2,79,1313,21,2.4
1/14/2020,1,4,3_4,6,all,Aristida stricta,Control-6-4A,Control,4A,A,271,15,245,2,88,3040,21,2.6
1/14/2020,1,4,3_4,6,all,Aristida stricta,Control-6-4B,Control,4B,A,187,21,183,2,88,3040,21,2.6
1/14/2020,1,4,3_4,6,all,Aristida stricta,Heatwave-6-4A,Heatwave,4A,A,255,31,257,2,88,3040,21,2.6
1/14/2020,1,4,3_4,6,all,Aristida stricta,Heatwave-6-4B,Heatwave,4B,A,222,14,216,2,88,3040,21,2.6
1/15/2020,1,5,5_6,1,all,Aristida stricta,Control-1-5A,Control,5A,A,215,15,194,1,35,2430,28,1.5
1/15/2020,1,5,5_6,1,all,Aristida stricta,Control-1-5B,Control,5B,A,266,21,266,1,35,2430,28,1.5
1/15/2020,1,5,5_6,1,all,Aristida stricta,Heatwave-1-5A,Heatwave,5A,A,237,31,235,1,35,2430,28,1.5
1/15/2020,1,5,5_6,1,all,Aristida stricta,Heatwave-1-5B,Heatwave,5B,A,253,28,244,2,35,2430,28,1.5
1/15/2020,1,6,5_6,1,all,Aristida stricta,Control-1-6A,Control,6A,A,315,16,310,2,35,2430,28,1.5
1/15/2020,1,6,5_6,1,all,Aristida stricta,Control-1-6B,Control,6B,A,260,18,210,1,35,2430,28,1.5
1/15/2020,1,6,5_6,1,all,Aristida stricta,Heatwave-1-6A,Heatwave,6A,A,180,10,170,2,35,2430,28,1.5
1/15/2020,1,6,5_6,1,all,Aristida stricta,Heatwave-1-6B,Heatwave,6B,A,209,7,200,2,35,2430,28,1.5
1/15/2020,1,5,5_6,2,all,Aristida stricta,Control-2-5A,Control,5A,A,261,20,260,2,42,7610,27,1.5
1/15/2020,1,5,5_6,2,all,Aristida stricta,Control-2-5B,Control,5B,A,237,28,232,2,42,7610,27,1.5
1/15/2020,1,5,5_6,2,all,Aristida stricta,Heatwave-2-5A,Heatwave,5A,A,224,17,196,2,42,7610,27,1.5
1/15/2020,1,5,5_6,2,all,Aristida stricta,Heatwave-2-5B,Heatwave,5B,A,252,19,229,2,42,7610,27,1.5
1/15/2020,1,6,5_6,2,all,Aristida stricta,Control-2-6A,Control,6A,A,240,10,190,1,35,3770,28,
1/15/2020,1,6,5_6,2,all,Aristida stricta,Control-2-6B,Control,6B,A,340,20,330,2,35,3770,28,
1/15/2020,1,6,5_6,2,all,Aristida stricta,Heatwave-2-6A,Heatwave,6A,A,225,18,205,1,35,3770,28,
1/15/2020,1,6,5_6,2,all,Aristida stricta,Heatwave-2-6B,Heatwave,6B,A,200,17,170,2,35,3770,28,
1/15/2020,1,5,5_6,3,all,Aristida stricta,Control-3-5A,Control,5A,A,223,25,222,2,56,6700,26,2.6
1/15/2020,1,5,5_6,3,all,Aristida stricta,Control-3-5B,Control,5B,A,245,38,220,2,56,6700,26,2.6
1/15/2020,1,5,5_6,3,all,Aristida stricta,Heatwave-3-5A,Heatwave,5A,A,225,13,226,2,56,6700,26,2.6
1/15/2020,1,5,5_6,3,all,Aristida stricta,Heatwave-3-5B,Heatwave,5B,A,255,30,255,2,56,6700,26,2.6
1/15/2020,1,6,5_6,3,all,Aristida stricta,Control-3-6A,Control,6A,A,361,11,305,2,40,3400,28,1.7
1/15/2020,1,6,5_6,3,all,Aristida stricta,Control-3-6B,Control,6B,A,221,15,212,1,40,3400,28,1.7
1/15/2020,1,6,5_6,3,all,Aristida stricta,Heatwave-3-6A,Heatwave,6A,A,195,16,194,2,40,3400,28,1.7
1/15/2020,1,6,5_6,3,all,Aristida stricta,Heatwave-3-6B,Heatwave,6B,A,310,14,296,1,40,3400,28,1.7
1/15/2020,1,5,5_6,4,all,Aristida stricta,Control-4-5A,Control,5A,A,145,15,225,2,56,7600,26,4.3
1/15/2020,1,5,5_6,4,all,Aristida stricta,Control-4-5B,Control,5B,A,155,20,270,2,56,7600,26,4.3
1/15/2020,1,5,5_6,4,all,Aristida stricta,Heatwave-4-5A,Heatwave,5A,A,265,24,255,2,56,7600,26,4.3
1/15/2020,1,5,5_6,4,all,Aristida stricta,Heatwave-4-5B,Heatwave,5B,A,250,19,245,2,56,7600,26,4.3
1/15/2020,1,6,5_6,4,all,Aristida stricta,Control-4-6A,Control,6A,A,233,23,231,1,39,2300,28,2.9
1/15/2020,1,6,5_6,4,all,Aristida stricta,Control-4-6B,Control,6B,A,301,20,298,1,39,2300,28,2.9
1/15/2020,1,6,5_6,4,all,Aristida stricta,Heatwave-4-6A,Heatwave,6A,A,250,13,250,2,39,2300,28,2.9
1/15/2020,1,6,5_6,4,all,Aristida stricta,Heatwave-4-6B,Heatwave,6B,A,275,27,265,1,39,2300,28,2.9
1/15/2020,1,5,5_6,5,all,Aristida stricta,Control-5-5A,Control,5A,A,230,18,210,2,56,5570,26,4.1
1/15/2020,1,5,5_6,5,all,Aristida stricta,Control-5-5B,Control,5B,A,245,19,220,2,56,5570,26,4.1
1/15/2020,1,5,5_6,5,all,Aristida stricta,Heatwave-5-5A,Heatwave,5A,A,340,17,264,2,56,5570,26,4.1
1/15/2020,1,5,5_6,5,all,Aristida stricta,Heatwave-5-5B,Heatwave,5B,A,275,20,268,2,56,5570,26,4.1
1/15/2020,1,6,5_6,5,all,Aristida stricta,Control-5-6A,Control,6A,A,200,12,180,1,40,2460,28,4
1/15/2020,1,6,5_6,5,all,Aristida stricta,Control-5-6B,Control,6B,A,280,18,250,2,40,2460,28,4
1/15/2020,1,6,5_6,5,all,Aristida stricta,Heatwave-5-6A,Heatwave,6A,A,210,16,210,1,40,2460,28,4
1/15/2020,1,6,5_6,5,all,Aristida stricta,Heatwave-5-6B,Heatwave,6B,A,200,13,190,2,40,2460,28,4
1/15/2020,1,5,5_6,6,all,Aristida stricta,Control-6-5A,Control,5A,A,220,28,210,2,56,7200,26,2.4
1/15/2020,1,5,5_6,6,all,Aristida stricta,Control-6-5B,Control,5B,A,220,20,190,2,56,7200,26,2.4
1/15/2020,1,5,5_6,6,all,Aristida stricta,Heatwave-6-5A,Heatwave,5A,A,265,13,220,2,56,7200,26,2.4
1/15/2020,1,5,5_6,6,all,Aristida stricta,Heatwave-6-5B,Heatwave,5B,A,210,17,200,2,56,7200,26,2.4
1/15/2020,1,6,5_6,6,all,Aristida stricta,Control-6-6A,Control,6A,A,215,26,205,2,40,3380,28,2.9
1/15/2020,1,6,5_6,6,all,Aristida stricta,Control-6-6B,Control,6B,A,350,23,350,2,40,3380,28,2.9
1/15/2020,1,6,5_6,6,all,Aristida stricta,Heatwave-6-6A,Heatwave,6A,A,155,14,150,1,40,3380,28,2.9
1/15/2020,1,6,5_6,6,all,Aristida stricta,Heatwave-6-6B,Heatwave,6B,A,246,10,190,2,40,3380,28,2.9
1/16/2020,1,8,7_8,1,all,Aristida stricta,Control-1-7A,Control,7A,A,260,31,230,2,57,4210,22,1.1
1/16/2020,1,8,7_8,1,all,Aristida stricta,Control-1-7B,Control,7B,A,234,26,198,2,57,4210,22,1.1
1/16/2020,1,8,7_8,1,all,Aristida stricta,Control-1-8A,Control,8A,A,230,18,208,2,57,4210,22,1.1
1/16/2020,1,8,7_8,1,all,Aristida stricta,Control-1-8B,Control,8B,A,290,13,235,2,57,4210,22,1.1
1/16/2020,1,8,7_8,1,all,Aristida stricta,Heatwave-1-7A,Heatwave,7A,A,191,8,180,2,57,4210,22,1.8
1/16/2020,1,8,7_8,1,all,Aristida stricta,Heatwave-1-7B,Heatwave,7B,A,195,10,146,2,57,4210,22,1.8
1/16/2020,1,8,7_8,1,all,Aristida stricta,Heatwave-1-8A,Heatwave,8A,A,205,28,205,2,57,4210,22,1.8
1/16/2020,1,8,7_8,1,all,Aristida stricta,Heatwave-1-8B,Heatwave,8B,A,159,17,155,2,57,4210,22,1.8
1/16/2020,1,8,7_8,2,all,Aristida stricta,Control-2-7A,Control,7A,A,249,14,242,3,57,3740,22,0.7
1/16/2020,1,8,7_8,2,all,Aristida stricta,Control-2-7B,Control,7B,A,250,16,232,2,57,3740,22,0.7
1/16/2020,1,8,7_8,2,all,Aristida stricta,Control-2-8A,Control,8A,A,256,26,240,2,57,3740,22,0.7
1/16/2020,1,8,7_8,2,all,Aristida stricta,Control-2-8B,Control,8B,A,223,10,212,2,57,3740,22,0.7
1/16/2020,1,8,7_8,2,all,Aristida stricta,Heatwave-2-7A,Heatwave,7A,A,173,15,175,2,57,3420,22,0.7
1/16/2020,1,8,7_8,2,all,Aristida stricta,Heatwave-2-7B,Heatwave,7B,A,180,17,152,2,57,3420,22,0.7
1/16/2020,1,8,7_8,2,all,Aristida stricta,Heatwave-2-8A,Heatwave,8A,A,165,15,155,2,57,3420,22,0.7
1/16/2020,1,8,7_8,2,all,Aristida stricta,Heatwave-2-8B,Heatwave,8B,A,259,20,220,2,57,3420,22,0.7
1/16/2020,1,8,7_8,3,all,Aristida stricta,Control-3-7A,Control,7A,A,201,21,224,2,66,4410,22,0.9
1/16/2020,1,8,7_8,3,all,Aristida stricta,Control-3-7B,Control,7B,A,280,18,275,2,66,4410,22,0.9
1/16/2020,1,8,7_8,3,all,Aristida stricta,Control-3-8A,Control,8A,A,184,28,186,2,66,4410,22,0.9
1/16/2020,1,8,7_8,3,all,Aristida stricta,Control-3-8B,Control,8B,A,277,11,275,2,66,4410,22,0.9
1/16/2020,1,8,7_8,3,all,Aristida stricta,Heatwave-3-7A,Heatwave,7A,A,278,23,281,2,66,3290,22,0.7
1/16/2020,1,8,7_8,3,all,Aristida stricta,Heatwave-3-7B,Heatwave,7B,A,190,22,198,2,66,3290,22,0.7
1/16/2020,1,8,7_8,3,all,Aristida stricta,Heatwave-3-8A,Heatwave,8A,A,211,25,204,2,66,3290,22,0.7
1/16/2020,1,8,7_8,3,all,Aristida stricta,Heatwave-3-8B,Heatwave,8B,A,227,19,246,2,66,3290,22,0.7
1/16/2020,1,8,7_8,4,all,Aristida stricta,Control-4-7A,Control,7A,A,157,25,156,2,65,4030,22,5.2
1/16/2020,1,8,7_8,4,all,Aristida stricta,Control-4-7B,Control,7B,A,117,21,118,1,65,4030,22,5.2
1/16/2020,1,8,7_8,4,all,Aristida stricta,Control-4-8A,Control,8A,A,255,29,199,2,65,4030,22,5.2
1/16/2020,1,8,7_8,4,all,Aristida stricta,Control-4-8B,Control,8B,A,285,30,254,2,65,4030,22,5.2
1/16/2020,1,8,7_8,4,all,Aristida stricta,Heatwave-4-7A,Heatwave,7A,A,225,21,215,2,65,3800,22,1.9
1/16/2020,1,8,7_8,4,all,Aristida stricta,Heatwave-4-7B,Heatwave,7B,A,259,23,177,2,65,3800,22,1.9
1/16/2020,1,8,7_8,4,all,Aristida stricta,Heatwave-4-8A,Heatwave,8A,A,276,18,278,2,65,3800,22,1.9
1/16/2020,1,8,7_8,4,all,Aristida stricta,Heatwave-4-8B,Heatwave,8B,A,315,40,320,2,65,3800,22,1.9
1/16/2020,1,8,7_8,5,all,Aristida stricta,Control-5-7A,Control,7A,A,220,36,194,2,66,3170,22,2
1/16/2020,1,8,7_8,5,all,Aristida stricta,Control-5-7B,Control,7B,A,190,14,189,2,66,3170,22,2
1/16/2020,1,8,7_8,5,all,Aristida stricta,Control-5-8A,Control,8A,A,190,10,183,2,66,3170,22,2
1/16/2020,1,8,7_8,5,all,Aristida stricta,Control-5-8B,Control,8B,A,210,21,207,2,66,3170,22,2
1/16/2020,1,8,7_8,5,all,Aristida stricta,Heatwave-5-7A,Heatwave,7A,A,203,21,167,2,66,3170,22,1.6
1/16/2020,1,8,7_8,5,all,Aristida stricta,Heatwave-5-7B,Heatwave,7B,A,285,21,240,2,66,3170,22,1.6
1/16/2020,1,8,7_8,5,all,Aristida stricta,Heatwave-5-8A,Heatwave,8A,A,250,19,203,2,66,3170,22,1.6
1/16/2020,1,8,7_8,5,all,Aristida stricta,Heatwave-5-8B,Heatwave,8B,A,205,22,192,2,66,3170,22,1.6
1/16/2020,1,8,7_8,6,all,Aristida stricta,Control-6-7A,Control,7A,A,205,16,205,2,66,3130,22,1
1/16/2020,1,8,7_8,6,all,Aristida stricta,Control-6-7B,Control,7B,A,247,27,230,2,66,3130,22,1
1/16/2020,1,8,7_8,6,all,Aristida stricta,Control-6-8A,Control,8A,A,205,28,200,2,66,3130,22,1
1/16/2020,1,8,7_8,6,all,Aristida stricta,Control-6-8B,Control,8B,A,251,27,250,2,66,3130,22,1
1/16/2020,1,8,7_8,6,all,Aristida stricta,Heatwave-6-7A,Heatwave,7A,A,246,22,240,2,66,3280,22,0.4
1/16/2020,1,8,7_8,6,all,Aristida stricta,Heatwave-6-7B,Heatwave,7B,A,265,18,265,2,66,3280,22,0.4
1/16/2020,1,8,7_8,6,all,Aristida stricta,Heatwave-6-8A,Heatwave,8A,A,245,21,210,2,66,3280,22,0.4
1/16/2020,1,8,7_8,6,all,Aristida stricta,Heatwave-6-8B,Heatwave,8B,A,230,22,235,2,66,3280,22,0.4
1/21/2020,2,2,1_2,5,"CM,WH",Aristida stricta,Control-5-1A,Control,1A,A,120,23,120,2,46,4100,22,12.3
1/21/2020,2,2,1_2,5,"CM,WH",Aristida stricta,Control-5-1B,Control,1B,A,128,26,110,2,46,4100,22,12.3
1/21/2020,2,2,1_2,5,"CM,WH",Aristida stricta,Control-5-2A,Control,2A,A,140,22,140,2,46,4100,22,12.3
1/21/2020,2,2,1_2,5,"CM,WH",Aristida stricta,Control-5-2B,Control,2B,A,140,16,130,2,46,4100,22,12.3
1/21/2020,2,2,1_2,5,"CM,WH",Aristida stricta,Heatwave-5-1A,Heatwave,1A,A,140,25,140,2,46,3850,22,11.2
1/21/2020,2,2,1_2,5,"CM,WH",Aristida stricta,Heatwave-5-1B,Heatwave,1B,A,140,19,135,2,46,3850,22,11.2
1/21/2020,2,2,1_2,5,"CM,WH",Aristida stricta,Heatwave-5-2A,Heatwave,2A,A,155,17,140,2,46,3850,22,11.2
1/21/2020,2,2,1_2,5,"CM,WH",Aristida stricta,Heatwave-5-2B,Heatwave,2B,A,155,22,165,2,46,3850,22,11.2
1/21/2020,2,2,1_2,6,"MM,NH",Aristida stricta,Control-6-1A,Control,1A,A,146,22,143,2,40,4950,19,8.5
1/21/2020,2,2,1_2,6,"CM,WH",Aristida stricta,Control-6-1B,Control,1B,A,144,19,120,2,40,4950,19,8.5
1/21/2020,2,2,1_2,6,"CM,WH",Aristida stricta,Control-6-2A,Control,2A,A,126,32,139,2,40,4950,19,8.5
1/21/2020,2,2,1_2,6,"CM,WH",Aristida stricta,Control-6-2B,Control,2B,A,150,19,145,2,40,4950,19,8.5
1/21/2020,2,2,1_2,6,"CM,WH",Aristida stricta,Heatwave-6-1A,Heatwave,1A,A,110,14,105,2,40,3400,19,9.9
1/21/2020,2,2,1_2,6,"CM,WH",Aristida stricta,Heatwave-6-1B,Heatwave,1B,A,133,39,123,2,40,3400,19,9.9
1/21/2020,2,2,1_2,6,"CM,WH",Aristida stricta,Heatwave-6-2A,Heatwave,2A,A,135,19,137,2,40,3400,19,9.9
1/21/2020,2,2,1_2,6,"CM,WH",Aristida stricta,Heatwave-6-2B,Heatwave,2B,A,181,13,146,2,40,3400,19,9.9
1/21/2020,2,4,3_4,1,"AB,GK",Aristida stricta,Control-1-3A,Control,3A,A,131,22,132,2,36,3290,19,29.8
1/21/2020,2,4,3_4,1,"AB,GK",Aristida stricta,Control-1-3B,Control,3B,A,131,24,123,2,36,3290,19,29.8
1/21/2020,2,4,3_4,1,"AB,GK",Aristida stricta,Control-1-4A,Control,4A,A,122,30,118,2,36,3290,19,29.8
